		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
110010000  240  269  257  241  253  239  222  269  8.577669 0.379165 SUCCESS 101
110010010  262  258  244  246  243  235  246  223  4.447975 0.814615 SUCCESS 102
110010100  255  245  233  248  218  243  253  232  4.945783 0.763355 SUCCESS 103
110011000  274  244  232  249  256  231  245  225  7.385047 0.495715 SUCCESS 104
110011010  232  246  251  235  229  244  223  251  4.250969 0.833800 SUCCESS 105
110100000  259  224  251  264  254  266  230  240  7.884974 0.444786 SUCCESS 106
110100010  232  221  253  256  227  234  268  254  8.324528 0.402428 SUCCESS 107
110100100  245  248  243  245  249  250  235  214  4.519998 0.807429 SUCCESS 108
110101000  226  260  249  249  216  240  263  234  8.027961 0.430744 SUCCESS 109
110101010  251  230  248  221  249  278  215  259 12.868358 0.116460 SUCCESS 110
110101100  248  242  242  221  251  253  240  254  3.386689 0.907804 SUCCESS 111
110110000  225  244  238  254  271  240  229  269  8.844580 0.355576 SUCCESS 112
110110010  265  232  255  240  246  263  253  265  6.746369 0.564229 SUCCESS 113
110110100  235  252  240  256  255  254  272  273  9.023579 0.340311 SUCCESS 114
110111000  234  241  242  238  254  259  258  241  2.861341 0.942755 SUCCESS 115
110111010  262  233  259  225  242  233  242  246  4.942606 0.763693 SUCCESS 116
110111100  240  240  220  261  251  258  244  248  4.896003 0.768632 SUCCESS 117
111000000  254  247  254  241  223  252  250  276  7.506851 0.483060 SUCCESS 118
111000010  233  259  234  238  246  260  233  248  3.725622 0.880992 SUCCESS 119
111000100  251  249  248  237  240  229  249  213  5.825952 0.666721 SUCCESS 120
111000110  270  253  219  273  240  255  277  244 14.529133 0.068974 SUCCESS 121
111001000  225  232  252  254  263  255  237  220  7.539685 0.479674 SUCCESS 122
111001010  229  238  244  239  225  251  241  235  3.383511 0.908040 SUCCESS 123
111001100  255  241  215  242  225  233  218  232  9.743813 0.283469 SUCCESS 124
111010000  275  215  237  258  253  225  249  219 13.321681 0.101250 SUCCESS 125
111010010  242  240  242  245  251  251  228  241  1.657068 0.989783 SUCCESS 126
111010100  243  237  238  224  237  231  268  239  5.566456 0.695667 SUCCESS 127
111010110  249  252  232  222  227  242  263  254  6.244323 0.619885 SUCCESS 128
111011000  245  230  248  244  243  233  234  257  2.578544 0.957968 SUCCESS 129
111011010  242  238  230  248  237  263  249  232  3.534972 0.896459 SUCCESS 130
111011100  234  258  226  249  252  253  260  238  4.565542 0.802841 SUCCESS 131
111100000  261  256  274  239  233  253  223  258  9.260833 0.320773 SUCCESS 132
111100010  269  242  230  234  216  230  239  241  8.269452 0.407602 SUCCESS 133
111100100  225  262  250  258  257  264  241  224  7.998305 0.433636 SUCCESS 134
111100110  241  233  243  264  219  230  216  235  9.468429 0.304332 SUCCESS 135
111101000  261  250  231  246  264  235  244  236  4.403490 0.819009 SUCCESS 136
111101010  248  245  255  243  244  247  246  258  1.438879 0.993677 SUCCESS 137
111101100  243  244  250  255  251  250  237  248  1.277886 0.995811 SUCCESS 138
111101110  246  246  236  228  254  244  233  231  3.078471 0.929337 SUCCESS 139
111110000  227  260  245  235  239  252  238  250  3.345381 0.910853 SUCCESS 140
111110010  242  239  263  261  251  234  253  243  3.819888 0.872997 SUCCESS 141
111110100  237  259  244  234  260  233  240  224  4.966967 0.761101 SUCCESS 142
111110110  231  236  262  249  256  250  214  239  7.163681 0.519080 SUCCESS 143
111111000  228  268  241  237  239  267  259  240  7.110722 0.524735 SUCCESS 144
111111010  256  270  237  224  246  229  246  198 15.377526 0.052207 SUCCESS 145
111111100  232  264  248  256  222  234  232  251  6.288808 0.614916 SUCCESS 146
111111110  238  246  229  232  271  229  243  243  5.805828 0.668972 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  215  241  256  240  240  219  254  235  7.817187 0.451529 SUCCESS   0
000000011  241  236  245  245  244  227  253  238  2.062729 0.979028 SUCCESS   1
000000101  242  241  241  242  263  238  259  256  3.324198 0.912397 SUCCESS   2
000000111  235  253  256  247  230  214  266  274 11.817663 0.159527 SUCCESS   3
000001001  239  262  248  268  230  248  230  231  6.427559 0.599454 SUCCESS   4
000001011  234  239  237  252  279  247  257  262  8.267333 0.407802 SUCCESS   5
000001101  233  247  240  237  235  267  229  236  4.665104 0.792697 SUCCESS   6
000001111  235  237  241  223  243  242  252  259  3.724563 0.881080 SUCCESS   7
000010001  255  262  266  225  249  228  220  240  9.171862 0.328006 SUCCESS   8
000010011  239  251  228  259  257  217  238  246  6.343885 0.608771 SUCCESS   9
000010101  231  245  243  249  228  238  262  237  3.668427 0.885732 SUCCESS  10
000010111  242  253  248  213  256  286  238  244 12.706305 0.122362 SUCCESS  11
000011001  236  266  217  258  224  231  239  235  9.149620 0.329832 SUCCESS  12
000011011  229  255  250  238  230  269  239  246  5.368391 0.717573 SUCCESS  13
000011101  250  238  267  246  248  241  277  274 11.002104 0.201580 SUCCESS  14
000011111  239  234  234  243  238  258  250  260  3.173796 0.922982 SUCCESS  15
000100011  267  233  257  264  272  234  242  235  9.215288 0.324461 SUCCESS  16
000100101  255  250  259  265  239  261  244  229  5.717917 0.678795 SUCCESS  17
000100111  250  271  227  257  226  230  241  243  7.434828 0.490525 SUCCESS  18
000101001  226  250  233  239  246  264  222  231  6.665872 0.573074 SUCCESS  19
000101011  243  267  256  221  222  230  239  245  8.119050 0.421928 SUCCESS  20
000101101  227  250  239  243  266  266  237  245  5.778289 0.672051 SUCCESS  21
000101111  240  257  232  248  247  268  243  261  5.122664 0.744389 SUCCESS  22
000110011  265  224  248  225  237  212  246  270 12.614157 0.125833 SUCCESS  23
000110101  258  266  253  243  230  252  245  237  4.508347 0.808597 SUCCESS  24
000110111  230  254  242  237  244  233  229  237  3.201334 0.921095 SUCCESS  25
000111001  273  237  265  263  234  223  239  261 10.745786 0.216524 SUCCESS  26
000111011  245  235  293  235  258  244  257  219 15.021646 0.058726 SUCCESS  27
000111101  229  248  226  250  241  229  252  242  3.863314 0.869240 SUCCESS  28
000111111  252  241  245  229  231  265  240  257  4.626974 0.796599 SUCCESS  29
001000011  242  213  250  224  221  245  271  227 12.556962 0.128030 SUCCESS  30
001000101  234  243  239  247  243  281  212  226 12.116349 0.146088 SUCCESS  31
001000111  261  234  271  268  263  246  242  247  8.694178 0.368748 SUCCESS  32
001001011  238  259  281  229  249  251  253  245  8.464338 0.389474 SUCCESS  33
001001101  251  234  222  258  279  219  236  250 11.777415 0.161415 SUCCESS  34
001001111  242  246  237  237  262  245  239  268  4.347354 0.824504 SUCCESS  35
001010011  206  283  252  246  237  239  230  221 16.275700 0.038600 SUCCESS  36
001010101  234  252  225  261  230  279  238  251  9.810541 0.278576 SUCCESS  37
001010111  234  257  263  227  240  211  231  263 10.848525 0.210431 SUCCESS  38
001011011  250  243  241  246  247  277  249  254  5.335557 0.721183 SUCCESS  39
001011101  247  253  239  212  219  275  253  225 13.448782 0.097313 SUCCESS  40
001011111  239  250  243  259  234  221  241  272  7.233586 0.511653 SUCCESS  41
001100101  244  255  220  273  228  262  223  254 11.258423 0.187482 SUCCESS  42
001100111  251  243  249  248  240  229  248  232  2.097682 0.977870 SUCCESS  43
001101011  262  254  242  240  244  223  236  257  4.730772 0.785926 SUCCESS  44
001101101  230  239  246  213  255  250  255  216  9.575405 0.296100 SUCCESS  45
001101111  235  264  256  237  252  231  243  248  3.900385 0.865997 SUCCESS  46
001110101  261  241  258  272  254  230  253  234  7.381869 0.496047 SUCCESS  47
001110111  244  213  244  243  271  243  254  237  7.803418 0.452905 SUCCESS  48
001111011  239  261  219  251  256  258  269  269 10.848525 0.210431 SUCCESS  49
001111101  239  220  251  258  265  256  272  240  9.400643 0.309633 SUCCESS  50
001111111  229  249  242  228  247  232  233  257  4.075148 0.850280 SUCCESS  51
010000011  249  255  246  254  240  239  280  256  7.263242 0.508516 SUCCESS  52
010000111  242  205  253  234  233  260  229  231 10.563609 0.227672 SUCCESS  53
010001011  222  248  234  263  255  282  255  244 11.160979 0.192744 SUCCESS  54
010001111  233  235  253  254  283  244  267  244 10.243740 0.248334 SUCCESS  55
010010011  267  239  214  223  270  235  262  231 13.336510 0.100784 SUCCESS  56
010010111  241  242  243  248  238  244  257  232  1.613642 0.990656 SUCCESS  57
010011011  233  244  247  237  243  214  237  236  5.119487 0.744732 SUCCESS  58
010011111  223  263  217  243  243  220  249  244  9.094543 0.334383 SUCCESS  59
010100011  239  249  252  248  268  270  235  252  6.405317 0.601928 SUCCESS  60
010100111  215  248  237  268  229  216  236  210 15.821317 0.045010 SUCCESS  61
010101011  240  246  221  261  225  267  243  237  7.546040 0.479020 SUCCESS  62
010101111  236  260  263  242  260  241  221  245  6.253856 0.618820 SUCCESS  63
010110011  251  254  241  238  232  228  245  247  2.576425 0.958072 SUCCESS  64
010110111  239  216  249  235  248  264  222  252  7.989831 0.434464 SUCCESS  65
010111011  259  239  238  235  214  272  245  226 10.092279 0.258609 SUCCESS  66
010111111  254  268  242  267  238  241  241  264  6.979385 0.538858 SUCCESS  67
011000111  244  234  253  259  257  244  253  247  2.776608 0.947585 SUCCESS  68
011001111  265  248  248  247  233  247  222  230  5.487018 0.704478 SUCCESS  69
011010111  245  254  234  250  232  225  268  251  5.784644 0.671340 SUCCESS  70
011011111  215  208  263  233  259  238  245  227 13.498562 0.095808 SUCCESS  71
011101111  249  232  225  253  254  261  242  222  6.319524 0.611488 SUCCESS  72
011111111  208  232  241  257  244  244  253  229  8.198487 0.414326 SUCCESS  73
100000000  215  241  256  240  240  219  254  235  7.817187 0.451529 SUCCESS  74
100010000  248  256  234  205  224  237  238  256 10.268101 0.246711 SUCCESS  75
100100000  232  246  246  274  243  240  252  260  5.841839 0.664943 SUCCESS  76
100101000  273  268  239  242  250  275  261  242 11.488262 0.175538 SUCCESS  77
100110000  273  281  241  264  233  246  247  269 14.203968 0.076602 SUCCESS  78
100111000  264  232  252  249  241  227  269  227  7.807655 0.452481 SUCCESS  79
101000000  239  237  252  244  259  255  240  251  2.299983 0.970407 SUCCESS  80
101000100  274  224  248  245  245  253  265  245  7.750459 0.458218 SUCCESS  81
101001000  262  233  247  261  263  230  220  249  8.040671 0.429507 SUCCESS  82
101001100  238  269  262  248  243  260  257  237  6.188187 0.626161 SUCCESS  83
101010000  239  248  247  258  248  250  234  279  6.822629 0.555885 SUCCESS  84
101010100  263  232  256  249  240  261  239  238  4.379129 0.821401 SUCCESS  85
101011000  237  247  241  276  252  261  232  234  7.122373 0.523489 SUCCESS  86
101011100  219  266  229  216  227  230  267  251 13.527160 0.094953 SUCCESS  87
101100000  262  247  222  237  241  243  253  239  4.169414 0.841524 SUCCESS  88
101100100  233  239  242  234  236  245  220  237  4.052905 0.852319 SUCCESS  89
101101000  256  252  272  227  265  233  254  228  9.279898 0.319237 SUCCESS  90
101101100  260  265  271  227  229  249  269  250 11.054003 0.198658 SUCCESS  91
101110000  240  260  263  227  238  249  265  218  8.889065 0.351741 SUCCESS  92
101110100  240  230  229  246  249  219  262  213 10.134646 0.255702 SUCCESS  93
101111000  259  250  228  242  252  232  213  247  7.229349 0.512102 SUCCESS  94
101111100  221  244  229  231  281  239  226  232 11.851557 0.157951 SUCCESS  95
110000000  236  251  242  238  229  213  238  232  6.513352 0.589927 SUCCESS  96
110000010  257  263  222  243  250  226  251  226  7.421058 0.491958 SUCCESS  97
110000100  259  214  251  247  221  251  244  251  7.683732 0.464958 SUCCESS  98
110001000  228  247  251  238  256  228  237  262  4.763607 0.782518 SUCCESS  99
110001010  242  268  221  215  224  263  236  243 11.803894 0.160170 SUCCESS 100
110010000  217  226  252  258  208  244  247  247 11.186399 0.191360 SUCCESS 101
110010010  252  247  264  230  266  229  271  240  8.945201 0.346940 SUCCESS 102
110010100  251  284  250  251  232  234  246  234  8.789503 0.360363 SUCCESS 103
110011000  253  262  239  253  237  223  223  273  9.661198 0.289615 SUCCESS 104
110011010  235  247  236  265  270  241  269  248  8.076683 0.426016 SUCCESS 105
110100000  221  238  254  241  259  254  272  244  7.521679 0.481529 SUCCESS 106
110100010  258  233  251  242  249  252  266  242  3.969231 0.859889 SUCCESS 107
110100100  242  229  219  255  259  239  236  248  5.555864 0.696843 SUCCESS 108
110101000  242  231  239  257  268  241  239  271  7.190160 0.516262 SUCCESS 109
110101010  269  225  252  249  235  249  244  224  6.704002 0.568879 SUCCESS 110
110101100  236  268  234  251  244  241  223  237  5.476426 0.705650 SUCCESS 111
110110000  228  257  243  239  215  266  249  225  9.191987 0.326360 SUCCESS 112
110110010  223  265  264  231  233  243  253  227  8.246150 0.409802 SUCCESS 113
110110100  257  231  261  230  253  250  249  247  4.099508 0.848036 SUCCESS 114
110111000  248  254  223  240  225  243  257  259  5.634242 0.688126 SUCCESS 115
110111010  250  219  248  255  253  222  241  230  6.679641 0.571558 SUCCESS 116
110111100  246  247  260  254  240  249  232  263  3.835776 0.871628 SUCCESS 117
111000000  216  270  244  243  239  238  236  235  7.095894 0.526323 SUCCESS 118
111000010  266  234  291  242  234  240  249  256 12.994399 0.112042 SUCCESS 119
111000100  230  260  234  244  263  218  247  235  7.136142 0.522018 SUCCESS 120
111000110  243  235  241  242  241  241  236  267  2.997974 0.934485 SUCCESS 121
111001000  231  236  260  245  226  286  280  245 16.357256 0.037543 SUCCESS 122
111001010  275  241  249  240  249  227  243  243  5.606704 0.691192 SUCCESS 123
111001100  247  260  241  273  251  253  244  238  5.369451 0.717457 SUCCESS 124
111010000  237  231  238  250  232  237  229  234  3.491546 0.899845 SUCCESS 125
111010010  230  253  220  264  257  228  253  257  8.158239 0.418168 SUCCESS 126
111010100  253  221  238  259  245  238  236  246  4.152467 0.843112 SUCCESS 127
111010110  238  251  267  248  242  225  235  260  5.628947 0.688716 SUCCESS 128
111011000  218  229  249  247  239  251  244  232  4.930955 0.764930 SUCCESS 129
111011010  250  232  254  249  254  256  258  246  3.124015 0.926335 SUCCESS 130
111011100  268  256  222  244  251  260  263  249  7.964411 0.436954 SUCCESS 131
111100000  193  265  219  225  243  229  207  249 24.058464 0.002241 FAILURE 132
111100010  230  276  227  235  248  237  234  221  9.723689 0.284957 SUCCESS 133
111100100  231  231  276  255  240  251  251  247  6.772848 0.561327 SUCCESS 134
111100110  242  247  237  250  248  222  261  230  4.604731 0.798866 SUCCESS 135
111101000  239  228  246  246  238  261  252  256  3.468245 0.901640 SUCCESS 136
111101010  257  234  231  248  236  229  243  217  6.301518 0.613497 SUCCESS 137
111101100  234  258  220  247  249  246  241  260  4.975440 0.760198 SUCCESS 138
111101110  254  253  239  268  246  237  253  226  5.228581 0.732889 SUCCESS 139
111110000  230  238  244  225  278  241  214  267 13.518687 0.095206 SUCCESS 140
111110010  246  238  245  242  249  238  225  239  2.116747 0.977222 SUCCESS 141
111110100  237  211  264  241  265  257  258  268 12.357839 0.135938 SUCCESS 142
111110110  226  236  238  253  230  230  263  249  5.464776 0.706939 SUCCESS 143
111111000  232  261  248  256  258  245  241  263  4.859991 0.772430 SUCCESS 144
111111010  230  229  244  220  253  251  242  257  5.535740 0.699077 SUCCESS 145
111111100  243  244  251  261  270  232  245  243  4.880115 0.770309 SUCCESS 146
111111110  208  232  241  257  244  244  253  229  8.198487 0.414326 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  262  279  263  237  251  247  246  263  9.990599 0.265686 SUCCESS   0
000000011  239  253  238  248  256  260  256  262  4.283804 0.830653 SUCCESS   1
000000101  254  261  220  246  232  217  249  265  9.787239 0.280278 SUCCESS   2
000000111  235  238  248  234  254  268  253  256  4.768902 0.781966 SUCCESS   3
000001001  252  217  235  256  266  240  256  241  7.068355 0.529276 SUCCESS   4
000001011  240  248  233  255  254  235  234  238  2.520289 0.960778 SUCCESS   5
000001101  227  240  221  259  237  278  267  237 12.026319 0.150033 SUCCESS   6
000001111  250  230  255  238  218  240  263  243  6.129933 0.632680 SUCCESS   7
000010001  227  295  253  227  264  270  252  236 18.836768 0.015757 SUCCESS   8
000010011  236  223  213  229  253  238  259  250  8.820219 0.357688 SUCCESS   9
000010101  239  278  239  227  250  217  246  277 14.183844 0.077098 SUCCESS  10
000010111  254  225  240  244  242  264  251  245  3.931101 0.863286 SUCCESS  11
000011001  236  254  239  250  258  231  238  224  4.370655 0.822230 SUCCESS  12
000011011  219  231  254  237  216  250  257  239  8.343593 0.400647 SUCCESS  13
000011101  257  242  242  255  273  265  229  256  8.186837 0.415436 SUCCESS  14
000011111  239  251  268  240  240  256  249  269  6.190305 0.625924 SUCCESS  15
000100011  220  282  263  239  244  262  276  232 16.445167 0.036434 SUCCESS  16
000100101  258  230  270  245  236  235  256  214  9.575405 0.296100 SUCCESS  17
000100111  261  220  234  257  260  249  271  234  9.471607 0.304085 SUCCESS  18
000101001  265  250  243  250  234  226  241  249  4.112219 0.846859 SUCCESS  19
000101011  255  246  248  255  253  255  254  234  2.762839 0.948348 SUCCESS  20
000101101  249  220  238  231  249  234  248  231  4.783731 0.780421 SUCCESS  21
000101111  268  250  254  223  264  234  231  242  7.721862 0.461100 SUCCESS  22
000110011  234  258  242  230  263  251  229  230  5.638479 0.687654 SUCCESS  23
000110101  251  245  264  218  260  253  274  227 11.193814 0.190957 SUCCESS  24
000110111  270  241  245  263  223  247  254  253  7.063060 0.529845 SUCCESS  25
000111001  215  244  231  229  243  247  207  220 13.638373 0.091692 SUCCESS  26
000111011  244  251  238  245  265  269  243  270  7.672081 0.466140 SUCCESS  27
000111101  247  249  219  249  267  241  255  218  8.561782 0.380600 SUCCESS  28
000111111  212  251  246  257  245  261  244  267  8.716420 0.366780 SUCCESS  29
001000011  241  251  233  262  257  206  249  233  9.605062 0.293846 SUCCESS  30
001000101  263  248  224  225  279  253  252  233 11.112258 0.195419 SUCCESS  31
001000111  224  263  241  240  271  247  251  232  7.256887 0.509187 SUCCESS  32
001001011  268  235  247  241  257  261  255  228  6.355536 0.607472 SUCCESS  33
001001101  251  224  241  228  249  259  241  231  4.868464 0.771538 SUCCESS  34
001001111  295  215  248  280  233  235  232  245 21.578953 0.005759 FAILURE  35
001010011  240  236  262  248  225  208  274  253 12.962624 0.113142 SUCCESS  36
001010101  234  241  232  260  236  243  213  242  6.574783 0.583125 SUCCESS  37
001010111  242  234  235  248  245  241  246  243  0.934715 0.998628 SUCCESS  38
001011011  248  243  244  220  258  230  240  251  4.468099 0.812616 SUCCESS  39
001011101  230  235  246  260  210  243  276  235 11.876977 0.156778 SUCCESS  40
001011111  271  249  267  238  237  239  242  256  6.479458 0.593687 SUCCESS  41
001100101  213  263  264  241  207  217  277  255 21.365001 0.006239 FAILURE  42
001100111  244  243  233  271  256  234  228  243  5.728508 0.677613 SUCCESS  43
001101011  243  245  250  220  255  255  234  238  4.216017 0.837127 SUCCESS  44
001101101  191  256  242  215  218  255  237  245 19.778368 0.011208 SUCCESS  45
001101111  247  227  236  254  221  237  230  245  5.299545 0.725133 SUCCESS  46
001110101  246  244  235  264  261  250  239  245  3.508493 0.898530 SUCCESS  47
001110111  238  232  249  242  258  262  232  251  3.894030 0.866556 SUCCESS  48
001111011  255  242  225  255  259  249  249  250  3.855900 0.869885 SUCCESS  49
001111101  251  264  256  243  275  255  257  249  7.819305 0.451317 SUCCESS  50
001111111  234  247  265  260  224  249  237  257  6.117223 0.634103 SUCCESS  51
010000011  265  261  236  233  233  249  246  233  5.020984 0.755331 SUCCESS  52
010000111  242  260  249  279  275  221  249  219 15.419893 0.051477 SUCCESS  53
010001011  256  249  250  208  272  260  248  248 10.860176 0.209748 SUCCESS  54
010001111  244  264  237  244  266  256  243  213  8.623214 0.375071 SUCCESS  55
010010011  255  245  238  246  232  242  204  252  8.403966 0.395036 SUCCESS  56
010010111  248  227  260  248  226  257  253  249  4.965908 0.761214 SUCCESS  57
010011011  235  220  222  245  243  245  230  246  5.764520 0.673590 SUCCESS  58
010011111  252  247  266  251  238  234  228  265  6.066383 0.639796 SUCCESS  59
010100011  239  250  210  256  226  231  257  233  9.136910 0.330878 SUCCESS  60
010100111  237  240  277  225  220  230  236  258 10.822046 0.211988 SUCCESS  61
010101011  242  235  228  263  245  229  217  254  7.485668 0.485250 SUCCESS  62
010101111  247  241  224  250  237  237  229  245  3.341144 0.911163 SUCCESS  63
010110011  261  255  233  259  273  265  251  238  8.907071 0.350196 SUCCESS  64
010110111  258  235  263  251  262  235  240  263  6.165945 0.628650 SUCCESS  65
010111011  242  231  247  263  220  243  252  239  5.138552 0.742670 SUCCESS  66
010111111  252  231  269  244  257  259  254  267  7.883915 0.444891 SUCCESS  67
011000111  225  226  255  243  244  235  269  255  6.923250 0.544936 SUCCESS  68
011001111  259  248  256  269  253  235  238  242  5.084534 0.748504 SUCCESS  69
011010111  242  250  249  235  256  248  242  239  1.410282 0.994099 SUCCESS  70
011011111  243  259  277  257  255  223  229  250  9.731103 0.284408 SUCCESS  71
011101111  247  235  239  259  238  261  239  251  3.113423 0.927039 SUCCESS  72
011111111  208  258  267  244  226  266  244  234 12.415034 0.133624 SUCCESS  73
100000000  262  279  263  237  251  247  246  263  9.990599 0.265686 SUCCESS  74
100010000  228  261  243  253  244  244  227  258  4.705352 0.788554 SUCCESS  75
100100000  266  269  219  243  268  259  223  237 12.786802 0.119399 SUCCESS  76
100101000  238  237  259  249  224  239  223  241  5.171386 0.739111 SUCCESS  77
100110000  213  238  286  242  270  254  243  223 16.857183 0.031631 SUCCESS  78
100111000  259  254  255  239  232  261  251  245  3.995710 0.857510 SUCCESS  79
101000000  264  250  255  251  221  244  248  250  4.996624 0.757937 SUCCESS  80
101000100  255  233  237  245  279  246  265  249  8.358422 0.399264 SUCCESS  81
101001000  248  267  238  227  275  237  226  204 16.148600 0.040302 SUCCESS  82
101001100  241  255  280  243  235  244  269  229  9.943996 0.268979 SUCCESS  83
101010000  262  263  256  256  223  216  257  238 10.161125 0.253899 SUCCESS  84
101010100  241  243  242  250  251  263  244  248  1.985410 0.981456 SUCCESS  85
101011000  236  235  251  244  225  262  241  261  4.983914 0.759294 SUCCESS  86
101011100  221  246  241  255  244  229  238  231  4.680992 0.791064 SUCCESS  87
101100000  239  210  212  237  251  264  232  233 12.653347 0.124347 SUCCESS  88
101100100  261  229  226  244  276  260  243  246  8.960029 0.345679 SUCCESS  89
101101000  238  240  231  223  239  277  257  238  8.402907 0.395134 SUCCESS  90
101101100  226  272  241  227  245  252  240  246  6.320583 0.611370 SUCCESS  91
101110000  235  246  229  240  254  233  241  253  2.721531 0.950600 SUCCESS  92
101110100  250  237  246  239  246  231  277  265  7.657253 0.467646 SUCCESS  93
101111000  251  235  234  238  253  239  228  263  4.202248 0.838430 SUCCESS  94
101111100  268  248  247  267  249  249  234  245  5.369451 0.717457 SUCCESS  95
110000000  241  264  248  246  262  232  254  256  4.780553 0.780753 SUCCESS  96
110000010  237  243  232  223  249  227  251  272  7.569342 0.476626 SUCCESS  97
110000100  206  252  253  229  257  242  254  238  9.017224 0.340845 SUCCESS  98
110001000  237  255  248  248  220  245  244  245  3.315724 0.913011 SUCCESS  99
110001010  268  222  278  266  239  237  238  248 11.926758 0.154502 SUCCESS 100
110010000  226  263  223  240  245  256  227  234  7.141438 0.521452 SUCCESS 101
110010010  267  228  231  253  262  245  233  233  6.787676 0.559705 SUCCESS 102
110010100  223  253  248  232  227  263  226  252  7.317260 0.502821 SUCCESS 103
110011000  242  233  276  260  271  271  253  227 13.611893 0.092459 SUCCESS 104
110011010  243  242  271  232  249  258  247  267  6.875587 0.550114 SUCCESS 105
110100000  259  255  237  258  225  233  269  238  7.323615 0.502153 SUCCESS 106
110100010  251  234  233  257  262  246  241  247  3.306192 0.913700 SUCCESS 107
110100100  240  244  236  235  270  245  227  211  9.435595 0.306892 SUCCESS 108
110101000  227  266  234  220  240  232  260  225  9.482199 0.303263 SUCCESS 109
110101010  249  237  238  253  260  249  248  260  3.108128 0.927390 SUCCESS 110
110101100  243  243  239  232  235  262  238  240  2.682342 0.952686 SUCCESS 111
110110000  233  239  210  212  241  262  233  241 11.902397 0.155612 SUCCESS 112
110110010  261  236  214  268  247  250  259  249  8.965325 0.345230 SUCCESS 113
110110100  203  258  250  241  233  282  242  245 14.792865 0.063300 SUCCESS 114
110111000  264  230  224  229  254  222  249  265  9.637896 0.291366 SUCCESS 115
110111010  257  239  246  219  259  234  255  273  8.908130 0.350105 SUCCESS 116
110111100  251  233  259  254  220  269  218  248 10.117699 0.256862 SUCCESS 117
111000000  234  248  225  220  243  244  274  242  8.319233 0.402924 SUCCESS 118
111000010  244  236  247  245  270  250  268  265  7.561928 0.477387 SUCCESS 119
111000100  224  262  248  263  228  218  226  237 10.242681 0.248404 SUCCESS 120
111000110  280  237  268  234  260  243  251  237 10.005427 0.264645 SUCCESS 121
111001000  232  254  230  244  252  240  225  252  4.028544 0.854539 SUCCESS 122
111001010  240  255  222  256  224  266  218  236 10.159007 0.254043 SUCCESS 123
111001100  233  230  272  268  243  251  234  231  8.446333 0.391128 SUCCESS 124
111010000  262  242  241  259  225  214  258  244  8.561782 0.380600 SUCCESS 125
111010010  245  232  266  241  254  246  243  230  3.973468 0.859509 SUCCESS 126
111010100  244  280  244  232  248  223  255  229  9.500204 0.301870 SUCCESS 127
111010110  232  223  255  235  260  268  226  261  9.448305 0.305899 SUCCESS 128
111011000  243  224  216  229  246  252  269  254  9.354039 0.313315 SUCCESS 129
111011010  226  285  235  249  245  257  238  240  9.860321 0.274967 SUCCESS 130
111011100  260  230  233  232  259  221  237  252  6.741073 0.564809 SUCCESS 131
111100000  227  243  238  248  243  241  269  262  5.492314 0.703891 SUCCESS 132
111100010  243  262  258  237  237  212  248  232  7.663608 0.467000 SUCCESS 133
111100100  264  237  243  255  240  240  219  226  6.605499 0.579731 SUCCESS 134
111100110  226  228  251  261  248  261  248  230  6.079093 0.638373 SUCCESS 135
111101000  263  255  252  278  230  231  246  235  9.077597 0.335792 SUCCESS 136
111101010  242  247  229  254  244  237  246  226  3.058347 0.930643 SUCCESS 137
111101100  264  215  220  250  259  270  246  255 12.169307 0.143808 SUCCESS 138
111101110  262  232  225  237  256  230  237  251  5.599290 0.692016 SUCCESS 139
111110000  224  226  250  238  239  258  260  268  7.822483 0.451000 SUCCESS 140
111110010  267  273  261  251  246  256  218  254 11.073068 0.197593 SUCCESS 141
111110100  258  256  272  263  243  244  233  256  7.341621 0.500262 SUCCESS 142
111110110  243  235  252  255  256  248  254  265  4.042313 0.853286 SUCCESS 143
111111000  224  230  279  237  266  254  254  243 10.788152 0.213994 SUCCESS 144
111111010  247  221  270  283  240  234  255  248 12.610980 0.125954 SUCCESS 145
111111100  249  254  281  245  245  245  256  253  7.215580 0.513562 SUCCESS 146
111111110  208  258  267  244  226  266  244  234 12.415034 0.133624 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
