		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
111001000  246  246  231  252  234  259  241  233  2.959844 0.936852 SUCCESS 122
111001010  270  253  256  253  275  237  253  237  8.903893 0.350468 SUCCESS 123
111001100  251  254  222  253  226  256  237  231  5.955170 0.652254 SUCCESS 124
111010000  220  241  263  290  292  240  238  219 25.548713 0.001254 FAILURE 125
111010010  222  262  236  251  243  242  257  238  4.793263 0.779427 SUCCESS 126
111010100  242  235  239  263  237  270  256  222  7.715507 0.461742 SUCCESS 127
111010110  248  219  230  243  224  262  254  262  8.425149 0.393079 SUCCESS 128
111011000  231  243  266  228  212  263  241  270 12.623690 0.125470 SUCCESS 129
111011010  250  249  240  251  270  238  261  261  5.927632 0.655338 SUCCESS 130
111011100  239  258  237  241  236  235  235  241  2.209953 0.973889 SUCCESS 131
111100000  243  253  231  244  212  258  243  233  6.786617 0.559821 SUCCESS 132
111100010  230  223  246  240  216  231  257  232  8.229203 0.411407 SUCCESS 133
111100100  263  257  240  255  248  265  238  236  5.133256 0.743243 SUCCESS 134
111100110  230  265  227  255  229  259  269  237  9.178218 0.327486 SUCCESS 135
111101000  228  221  264  261  255  223  235  212 13.364048 0.099923 SUCCESS 136
111101010  233  225  239  266  247  267  281  227 13.467847 0.096734 SUCCESS 137
111101100  239  241  260  232  226  258  222  269  8.746077 0.364167 SUCCESS 138
111101110  218  246  239  249  248  257  240  261  5.162913 0.740030 SUCCESS 139
111110000  255  232  230  233  234  250  237  238  3.448120 0.903179 SUCCESS 140
111110010  256  237  230  260  231  242  243  219  6.154294 0.629953 SUCCESS 141
111110100  226  235  238  266  250  227  270  216 11.507327 0.174576 SUCCESS 142
111110110  272  254  250  213  245  249  251  289 16.791515 0.032355 SUCCESS 143
111111000  240  237  245  236  230  254  231  241  2.599727 0.956918 SUCCESS 144
111111010  237  226  249  271  261  234  269  234  9.464193 0.304661 SUCCESS 145
111111100  275  252  225  239  234  250  235  233  7.419999 0.492068 SUCCESS 146
111111110  246  225  219  238  236  236  236  242  5.256120 0.729884 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  225  246  257  245  241  238  234  246  2.919596 0.939301 SUCCESS   0
000000011  213  256  253  252  234  255  242  262  7.606413 0.472829 SUCCESS   1
000000101  214  206  216  235  260  244  241  231 15.545934 0.049360 SUCCESS   2
000000111  242  235  247  251  255  242  225  259  3.614410 0.890131 SUCCESS   3
000001001  256  243  226  247  240  248  236  230  3.290304 0.914841 SUCCESS   4
000001011  224  241  236  253  246  247  238  231  3.309369 0.913471 SUCCESS   5
000001101  230  234  246  248  217  241  240  235  4.941547 0.763805 SUCCESS   6
000001111  223  247  232  256  248  269  229  256  7.397757 0.494387 SUCCESS   7
000010001  255  232  252  240  237  242  245  260  2.763898 0.948289 SUCCESS   8
000010011  254  230  230  238  283  254  245  222 11.155684 0.193033 SUCCESS   9
000010101  216  268  234  264  275  252  253  269 15.130740 0.056653 SUCCESS  10
000010111  249  252  229  274  245  218  218  234 11.334683 0.183447 SUCCESS  11
000011001  243  224  213  235  233  223  248  241  8.698415 0.368373 SUCCESS  12
000011011  235  240  253  237  221  228  228  259  6.379897 0.604758 SUCCESS  13
000011101  253  244  271  230  228  218  214  282 18.154664 0.020096 SUCCESS  14
000011111  250  274  248  251  241  256  236  251  5.310137 0.723972 SUCCESS  15
000100011  236  250  272  258  255  252  241  247  5.373687 0.716991 SUCCESS  16
000100101  253  250  233  260  232  235  229  255  4.517880 0.807642 SUCCESS  17
000100111  273  231  222  260  239  241  246  250  7.717625 0.461528 SUCCESS  18
000101001  251  245  249  247  241  281  268  233  9.080774 0.335528 SUCCESS  19
000101011  224  260  256  247  287  233  238  270 14.724019 0.064739 SUCCESS  20
000101101  251  231  249  253  244  253  246  243  1.718500 0.988460 SUCCESS  21
000101111  251  244  242  271  245  239  235  265  5.592935 0.692723 SUCCESS  22
000110011  228  246  209  243  231  232  226  239  9.204697 0.325324 SUCCESS  23
000110101  247  231  250  260  246  257  223  222  6.660576 0.573657 SUCCESS  24
000110111  219  231  254  234  236  231  228  255  6.863936 0.551382 SUCCESS  25
000111001  269  252  241  233  241  230  242  242  4.374892 0.821815 SUCCESS  26
000111011  262  245  242  214  230  257  245  260  7.839430 0.449310 SUCCESS  27
000111101  238  236  238  257  233  272  240  251  5.388516 0.715358 SUCCESS  28
000111111  230  260  246  259  228  262  229  253  6.623505 0.577743 SUCCESS  29
001000011  246  252  219  247  225  250  233  250  5.353563 0.719204 SUCCESS  30
001000101  243  239  241  263  247  252  256  273  6.094980 0.636593 SUCCESS  31
001000111  235  258  257  236  253  264  259  254  5.508202 0.702131 SUCCESS  32
001001011  244  252  252  252  220  224  251  209 10.397319 0.238239 SUCCESS  33
001001101  254  246  254  241  257  261  240  216  6.214666 0.623200 SUCCESS  34
001001111  253  241  248  239  243  264  276  249  6.634097 0.576575 SUCCESS  35
001010011  230  238  254  249  235  261  263  225  6.136288 0.631969 SUCCESS  36
001010101  249  248  234  244  265  256  268  268  7.872264 0.446046 SUCCESS  37
001010111  211  255  238  232  283  215  251  241 16.169783 0.040013 SUCCESS  38
001011011  249  255  231  245  244  223  234  239  3.771167 0.877157 SUCCESS  39
001011101  241  227  249  232  257  251  253  242  3.262766 0.916802 SUCCESS  40
001011111  241  267  228  231  242  253  240  269  7.136142 0.522018 SUCCESS  41
001100101  256  239  237  220  237  231  256  254  5.345090 0.720136 SUCCESS  42
001100111  232  253  235  246  217  243  230  231  6.021898 0.644779 SUCCESS  43
001101011  242  234  233  255  247  267  236  205 10.495822 0.231934 SUCCESS  44
001101101  226  260  263  251  269  239  240  256  7.571460 0.476409 SUCCESS  45
001101111  235  223  261  214  247  204  262  247 15.539579 0.049465 SUCCESS  46
001110101  242  222  256  263  245  226  250  238  5.900094 0.658422 SUCCESS  47
001110111  209  233  247  208  224  252  223  243 15.190053 0.055554 SUCCESS  48
001111011  226  254  231  250  233  259  266  241  6.211489 0.623555 SUCCESS  49
001111101  273  254  261  244  241  261  226  238  7.950642 0.438306 SUCCESS  50
001111111  237  260  268  249  239  265  246  256  6.368246 0.606056 SUCCESS  51
010000011  248  225  250  246  245  248  259  249  2.879347 0.941699 SUCCESS  52
010000111  262  275  243  246  230  246  242  256  6.889356 0.548616 SUCCESS  53
010001011  250  256  243  278  255  249  253  285 13.624603 0.092090 SUCCESS  54
010001111  226  268  243  233  240  278  268  236 11.964888 0.152777 SUCCESS  55
010010011  232  248  238  244  240  251  272  209  9.636837 0.291446 SUCCESS  56
010010111  256  231  266  218  230  251  248  219 10.029788 0.262941 SUCCESS  57
010011011  245  236  259  226  259  267  251  269  8.588261 0.378210 SUCCESS  58
010011111  256  231  264  206  221  266  256  225 15.598892 0.048495 SUCCESS  59
010100011  277  230  274  228  220  249  245  237 13.091842 0.108728 SUCCESS  60
010100111  228  235  239  254  246  228  247  235  3.483073 0.900499 SUCCESS  61
010101011  249  238  241  251  249  267  267  268  7.450715 0.488873 SUCCESS  62
010101111  236  256  245  253  260  220  251  253  5.281540 0.727104 SUCCESS  63
010110011  243  267  251  270  238  256  238  238  6.333293 0.609952 SUCCESS  64
010110111  250  253  239  224  271  234  267  225  9.567991 0.296665 SUCCESS  65
010111011  223  258  240  240  235  241  230  232  4.712767 0.787788 SUCCESS  66
010111111  239  235  237  246  243  255  242  273  4.751956 0.783729 SUCCESS  67
011000111  253  238  255  270  232  242  262  256  6.423322 0.599925 SUCCESS  68
011001111  210  246  261  252  235  245  241  235  7.167917 0.518629 SUCCESS  69
011010111  241  250  244  230  272  236  243  239  4.721240 0.786912 SUCCESS  70
011011111  237  231  264  219  255  199  257  244 15.123326 0.056791 SUCCESS  71
011101111  211  252  273  227  216  258  226  258 16.060689 0.041520 SUCCESS  72
011111111  250  254  274  213  260  246  248  269 12.212733 0.141962 SUCCESS  73
100000000  225  246  257  245  241  238  234  246  2.919596 0.939301 SUCCESS  74
100010000  258  249  234  244  218  223  242  245  6.155353 0.629835 SUCCESS  75
100100000  218  235  246  235  228  269  254  254  8.161417 0.417864 SUCCESS  76
100101000  250  249  246  220  238  248  259  265  5.733804 0.677021 SUCCESS  77
100110000  222  237  223  266  252  222  225  228 11.194873 0.190900 SUCCESS  78
100111000  231  226  214  239  242  236  223  236  8.546954 0.381942 SUCCESS  79
101000000  263  215  229  227  247  232  223  243  9.868795 0.274356 SUCCESS  80
101000100  221  252  250  230  234  243  244  262  5.313315 0.723624 SUCCESS  81
101001000  243  273  239  275  219  244  240  240 10.506414 0.231264 SUCCESS  82
101001100  246  236  236  247  229  258  215  264  7.661489 0.467215 SUCCESS  83
101010000  263  215  250  208  247  241  279  267 18.224569 0.019604 SUCCESS  84
101010100  248  237  250  222  264  214  272  261 12.515655 0.129637 SUCCESS  85
101011000  248  238  253  254  256  226  246  224  4.689465 0.790192 SUCCESS  86
101011100  218  212  239  251  283  227  246  215 18.829353 0.015799 SUCCESS  87
101100000  263  219  238  235  259  254  221  234  8.746077 0.364167 SUCCESS  88
101100100  249  260  235  264  222  257  287  229 14.728256 0.064650 SUCCESS  89
101101000  270  272  264  246  286  273  230  227 20.866133 0.007512 FAILURE  90
101101100  238  252  246  263  252  251  240  250  2.627265 0.955532 SUCCESS  91
101110000  258  240  226  277  241  233  232  244  8.047026 0.428890 SUCCESS  92
101110100  236  265  261  231  217  260  248  250  8.456924 0.390155 SUCCESS  93
101111000  259  240  230  247  267  246  224  242  5.856668 0.663283 SUCCESS  94
101111100  236  265  234  227  212  235  232  247  9.185632 0.326879 SUCCESS  95
110000000  219  242  246  257  258  265  241  252  6.376719 0.605112 SUCCESS  96
110000010  260  252  248  246  245  259  245  254  2.766016 0.948172 SUCCESS  97
110000100  230  262  268  253  246  250  226  239  6.611854 0.579029 SUCCESS  98
110001000  256  237  257  255  237  234  240  252  3.000092 0.934352 SUCCESS  99
110001010  246  229  254  248  221  251  254  227  5.582343 0.693901 SUCCESS 100
110010000  251  235  222  255  249  261  255  262  6.289867 0.614798 SUCCESS 101
110010010  215  243  252  238  238  246  249  225  5.845017 0.664587 SUCCESS 102
110010100  233  247  262  219  232  240  252  237  5.760283 0.674063 SUCCESS 103
110011000  224  251  245  276  261  217  242  241 10.608094 0.224909 SUCCESS 104
110011010  285  215  214  236  250  251  255  227 16.886840 0.031309 SUCCESS 105
110100000  250  235  226  254  255  238  236  222  5.317551 0.723159 SUCCESS 106
110100010  241  266  267  252  252  259  230  253  6.927486 0.544476 SUCCESS 107
110100100  226  228  232  253  226  246  240  212  9.301081 0.317537 SUCCESS 108
110101000  279  235  244  220  232  233  253  257 10.154770 0.254331 SUCCESS 109
110101010  248  227  257  229  248  225  271  261  8.857290 0.354478 SUCCESS 110
110101100  255  255  255  268  237  235  257  240  5.260356 0.729421 SUCCESS 111
110110000  253  230  244  264  217  263  223  249  9.470548 0.304167 SUCCESS 112
110110010  247  299  242  252  243  245  259  253 14.354370 0.072984 SUCCESS 113
110110100  255  258  232  236  279  259  228  247  9.446187 0.306064 SUCCESS 114
110111000  254  241  262  247  232  263  221  242  6.260211 0.618110 SUCCESS 115
110111010  252  269  243  229  235  241  261  269  8.080920 0.425606 SUCCESS 116
110111100  243  216  248  218  256  248  247  244  7.007983 0.535772 SUCCESS 117
111000000  213  227  233  263  260  259  235  260 10.806158 0.212926 SUCCESS 118
111000010  236  253  262  218  237  246  235  231  6.171240 0.628057 SUCCESS 119
111000100  266  251  229  278  248  253  253  248  8.853053 0.354844 SUCCESS 120
111000110  216  245  243  245  209  224  218  250 13.343924 0.100551 SUCCESS 121
111001000  234  238  238  259  262  266  269  265  9.538335 0.298934 SUCCESS 122
111001010  230  253  274  243  249  217  257  212 13.258131 0.103271 SUCCESS 123
111001100  218  249  260  256  257  214  249  235  9.658020 0.289853 SUCCESS 124
111010000  242  245  219  253  235  238  240  254  4.027485 0.854635 SUCCESS 125
111010010  268  247  236  221  238  263  250  225  8.359481 0.399166 SUCCESS 126
111010100  265  224  265  235  245  248  242  269  8.468575 0.389086 SUCCESS 127
111010110  268  250  264  262  241  241  252  261  7.140379 0.521565 SUCCESS 128
111011000  257  261  243  245  227  249  238  248  3.483073 0.900499 SUCCESS 129
111011010  244  256  231  232  282  246  267  228 11.361162 0.182063 SUCCESS 130
111011100  234  239  276  256  282  249  224  234 13.776064 0.087792 SUCCESS 131
111100000  218  282  252  242  220  259  244  265 14.500535 0.069616 SUCCESS 132
111100010  262  254  235  254  254  267  267  231  8.109517 0.422846 SUCCESS 133
111100100  224  242  243  263  273  243  251  260  8.055500 0.428068 SUCCESS 134
111100110  233  244  261  255  246  228  225  235  5.250824 0.730462 SUCCESS 135
111101000  233  237  235  255  241  227  255  243  3.383511 0.908040 SUCCESS 136
111101010  260  234  262  244  238  259  242  275  8.009956 0.432498 SUCCESS 137
111101100  220  257  245  234  228  249  282  262 12.239212 0.140846 SUCCESS 138
111101110  235  240  266  262  277  260  242  228 10.573141 0.227078 SUCCESS 139
111110000  249  268  247  216  206  247  218  252 15.249367 0.054474 SUCCESS 140
111110010  231  247  265  241  251  237  241  257  3.811415 0.873725 SUCCESS 141
111110100  216  240  217  236  241  250  246  239  7.134024 0.522244 SUCCESS 142
111110110  242  246  257  228  250  257  260  259  4.691583 0.789974 SUCCESS 143
111111000  228  237  256  239  226  268  219  244  8.506705 0.385600 SUCCESS 144
111111010  226  237  235  246  248  250  226  245  3.579457 0.892936 SUCCESS 145
111111100  233  237  271  228  259  248  247  274  9.718393 0.285350 SUCCESS 146
111111110  250  254  274  213  260  246  248  269 12.212733 0.141962 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  243  234  258  239  231  259  240  259  4.043373 0.853189 SUCCESS   0
000000011  259  256  222  238  254  256  241  269  7.441183 0.489864 SUCCESS   1
000000101  223  256  249  249  223  243  257  229  6.257033 0.618465 SUCCESS   2
000000111  245  239  215  222  237  248  232  232  7.306668 0.503936 SUCCESS   3
000001001  213  238  252  233  249  248  233  267  7.955938 0.437786 SUCCESS   4
000001011  237  272  237  260  237  225  262  241  7.949583 0.438410 SUCCESS   5
000001101  250  245  250  240  258  260  240  225  3.872847 0.868410 SUCCESS   6
000001111  245  217  236  226  254  244  225  258  7.570401 0.476517 SUCCESS   7
000010001  239  236  235  262  241  258  247  234  3.423760 0.905025 SUCCESS   8
000010011  224  258  246  261  222  241  231  247  6.633038 0.576692 SUCCESS   9
000010101  242  233  231  233  238  274  220  244  8.203783 0.413822 SUCCESS  10
